,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex
7196,0,0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,55 - 64 Years,< 12 Years,Female
7197,0,0,2.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,18 - 34 Years,Higher Education,Female
7198,0,1,0.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,2.0,35 - 44 Years,>= 12 years,Female
7199,0,0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,35 - 44 Years,>= 12 years,Male
7200,0,0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,18 - 34 Years,>= 12 years,Male
7201,0,0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,5.0,1.0,1.0,45 - 54 Years,>= 12 years,Female
7202,0,0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,18 - 34 Years,Higher Education,Male
7203,1,1,2.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,65+ Years,Higher Education,Male
7204,0,0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
7205,1,1,0.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,45 - 54 Years,Higher Education,Female
7206,0,0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,65+ Years,< 12 Years,Female
7207,0,1,2.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Female
7208,0,1,1.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,65+ Years,>= 12 years,Female
7209,0,0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,45 - 54 Years,Higher Education,Female
7210,0,0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,18 - 34 Years,Higher Education,Female
7211,1,0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,18 - 34 Years,>= 12 years,Female
7212,0,0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Female
7213,1,1,1.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,1.0,55 - 64 Years,>= 12 years,Male
7214,1,1,0.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,4.0,18 - 34 Years,Higher Education,Male
7215,0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,4.0,55 - 64 Years,>= 12 years,Male
7216,1,1,2.0,1.0,1.0,0.0,4.0,2.0,4.0,5.0,5.0,4.0,65+ Years,Higher Education,Female
7217,0,1,2.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,65+ Years,Higher Education,Male
7218,0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,18 - 34 Years,Higher Education,Female
7219,0,1,2.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,55 - 64 Years,>= 12 years,Male
7220,0,1,3.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
7221,0,0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,2.0,2.0,2.0,55 - 64 Years,Higher Education,Male
7222,0,0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,18 - 34 Years,>= 12 years,Male
7223,0,0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
7224,0,0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,3.0,5.0,1.0,18 - 34 Years,>= 12 years,Male
7225,1,1,3.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,65+ Years,Higher Education,Male
7226,1,1,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
7227,0,1,2.0,2.0,0.0,0.0,4.0,4.0,1.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Male
7228,1,1,3.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,55 - 64 Years,Higher Education,Female
7229,0,0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Female
7230,0,0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
7231,0,0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,45 - 54 Years,Higher Education,Female
7232,1,1,3.0,2.0,1.0,0.0,5.0,4.0,4.0,5.0,4.0,2.0,65+ Years,Higher Education,Female
7233,0,0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Female
7234,1,1,2.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
7235,0,1,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,35 - 44 Years,>= 12 years,Female
7236,0,0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,55 - 64 Years,Higher Education,Male
7237,0,0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,4.0,55 - 64 Years,>= 12 years,Male
7238,0,1,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,55 - 64 Years,Higher Education,Female
7239,1,0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,35 - 44 Years,Higher Education,Male
7240,1,1,2.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Male
7241,0,0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,65+ Years,< 12 Years,Male
7242,0,0,2.0,1.0,1.0,0.0,4.0,2.0,4.0,5.0,5.0,1.0,18 - 34 Years,Higher Education,Male
7243,0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,1.0,18 - 34 Years,Higher Education,Female
7244,1,1,2.0,2.0,1.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,35 - 44 Years,Higher Education,Female
7245,0,0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Female
7246,1,1,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,18 - 34 Years,Higher Education,Male
7247,1,1,3.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,65+ Years,>= 12 years,Female
7248,0,0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,3.0,3.0,1.0,35 - 44 Years,Higher Education,Male
7249,0,0,2.0,2.0,1.0,0.0,3.0,2.0,4.0,2.0,2.0,4.0,45 - 54 Years,Higher Education,Female
7250,0,0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
7251,0,0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,65+ Years,>= 12 years,Female
7252,0,0,2.0,2.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,4.0,18 - 34 Years,Higher Education,Male
7253,0,0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,45 - 54 Years,Higher Education,Female
7254,1,1,2.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,65+ Years,Higher Education,Female
7255,1,1,1.0,2.0,1.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,18 - 34 Years,Higher Education,Female
7256,0,0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,35 - 44 Years,Higher Education,Male
7257,0,0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,18 - 34 Years,Higher Education,Male
7258,1,1,0.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,55 - 64 Years,Higher Education,Female
7259,0,0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,55 - 64 Years,Higher Education,Male
7260,0,0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,Higher Education,Female
7261,0,0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,65+ Years,>= 12 years,Female
7262,0,0,2.0,2.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
7263,0,1,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,65+ Years,Higher Education,Male
7264,0,0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,35 - 44 Years,Higher Education,Female
7265,0,0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,5.0,45 - 54 Years,Higher Education,Male
7266,0,1,3.0,2.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,45 - 54 Years,>= 12 years,Female
7267,0,0,3.0,1.0,1.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,35 - 44 Years,Higher Education,Female
7268,0,1,3.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,65+ Years,Higher Education,Female
7269,0,0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,35 - 44 Years,Higher Education,Male
7270,0,0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Female
7271,0,0,2.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,4.0,5.0,65+ Years,Higher Education,Female
7272,0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,Higher Education,Male
7273,0,1,1.0,2.0,0.0,0.0,2.0,1.0,5.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
7274,1,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Male
7275,0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18 - 34 Years,Higher Education,Male
7276,0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Female
7277,0,1,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Female
7278,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,1.0,18 - 34 Years,< 12 Years,Female
7279,0,0,3.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,45 - 54 Years,< 12 Years,Female
7280,0,1,3.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,65+ Years,Higher Education,Male
7281,0,0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,45 - 54 Years,>= 12 years,Male
7282,1,1,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Female
7283,0,0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,65+ Years,>= 12 years,Female
7284,0,0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,1.0,65+ Years,< 12 Years,Female
7285,0,0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,5.0,18 - 34 Years,>= 12 years,Male
7286,0,1,3.0,1.0,1.0,0.0,4.0,2.0,4.0,5.0,4.0,4.0,55 - 64 Years,Higher Education,Female
7287,0,0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,18 - 34 Years,Higher Education,Male
7288,0,1,1.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,4.0,4.0,18 - 34 Years,>= 12 years,Female
7289,1,1,2.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
7290,0,0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Female
7291,1,1,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,45 - 54 Years,>= 12 years,Male
7292,0,0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,5.0,4.0,1.0,18 - 34 Years,< 12 Years,Male
7293,1,1,2.0,2.0,1.0,0.0,5.0,4.0,4.0,3.0,2.0,2.0,55 - 64 Years,Higher Education,Female
7294,0,0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,5.0,45 - 54 Years,Higher Education,Female
7295,0,0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,18 - 34 Years,< 12 Years,Female
7296,0,0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,35 - 44 Years,Higher Education,Female
7297,0,0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,65+ Years,< 12 Years,Female
7298,0,0,2.0,1.0,1.0,0.0,4.0,4.0,1.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Female
7299,1,1,1.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,5.0,1.0,65+ Years,Higher Education,Female
7300,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Male
7301,0,1,3.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Female
7302,0,0,1.0,1.0,1.0,0.0,4.0,1.0,5.0,4.0,1.0,5.0,18 - 34 Years,Higher Education,Female
7303,0,0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,65+ Years,< 12 Years,Female
7304,0,0,2.0,2.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,65+ Years,Higher Education,Female
7305,1,1,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,65+ Years,Higher Education,Male
7306,1,1,0.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,65+ Years,Higher Education,Female
7307,0,0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Male
7308,0,0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,45 - 54 Years,Higher Education,Female
7309,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,Higher Education,Male
7310,0,0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,65+ Years,>= 12 years,Female
7311,0,0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,2.0,18 - 34 Years,Higher Education,Female
7312,0,0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,35 - 44 Years,Higher Education,Female
7313,1,1,3.0,0.0,1.0,0.0,2.0,1.0,5.0,5.0,5.0,5.0,65+ Years,Higher Education,Female
7314,0,0,2.0,1.0,1.0,0.0,5.0,4.0,4.0,5.0,5.0,2.0,55 - 64 Years,Higher Education,Male
7315,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,Higher Education,Female
7316,1,1,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Female
7317,0,0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,35 - 44 Years,< 12 Years,Male
7318,0,0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,4.0,18 - 34 Years,Higher Education,Male
7319,0,0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Female
7320,0,1,2.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,55 - 64 Years,>= 12 years,Female
7321,0,0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,2.0,18 - 34 Years,>= 12 years,Female
7322,0,1,1.0,2.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,1.0,65+ Years,Higher Education,Female
7323,0,0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,3.0,1.0,4.0,65+ Years,Higher Education,Female
7324,0,0,3.0,0.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,35 - 44 Years,< 12 Years,Female
7325,0,0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,18 - 34 Years,Higher Education,Female
7326,1,1,3.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,55 - 64 Years,>= 12 years,Female
7327,0,0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,4.0,45 - 54 Years,< 12 Years,Male
7328,0,1,2.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Female
7329,0,1,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,2.0,65+ Years,Higher Education,Female
7330,0,0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,1.0,35 - 44 Years,Higher Education,Female
7331,0,1,3.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,1.0,55 - 64 Years,Higher Education,Female
7332,0,0,2.0,1.0,1.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Female
7333,0,1,3.0,1.0,1.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,65+ Years,Higher Education,Male
7334,0,1,3.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,2.0,65+ Years,Higher Education,Male
7335,0,0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,Higher Education,Male
7336,0,0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,55 - 64 Years,Higher Education,Female
7337,0,1,3.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,35 - 44 Years,Higher Education,Male
7338,0,0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,1.0,4.0,18 - 34 Years,Higher Education,Female
7339,0,1,1.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,2.0,1.0,65+ Years,Higher Education,Female
7340,0,1,0.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Male
7341,1,1,0.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,45 - 54 Years,Higher Education,Female
7342,0,1,3.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,65+ Years,Higher Education,Female
7343,1,1,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,55 - 64 Years,Higher Education,Female
7344,0,0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,55 - 64 Years,Higher Education,Female
7345,0,0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,55 - 64 Years,< 12 Years,Male
7346,0,1,2.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,55 - 64 Years,Higher Education,Female
7347,0,1,2.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,65+ Years,>= 12 years,Male
7348,0,0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,1.0,35 - 44 Years,Higher Education,Male
7349,0,0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,55 - 64 Years,Higher Education,Female
7350,1,1,2.0,1.0,1.0,0.0,5.0,4.0,2.0,4.0,2.0,1.0,65+ Years,>= 12 years,Female
7351,0,0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,4.0,45 - 54 Years,Higher Education,Male
7352,0,1,1.0,2.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
7353,0,0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,65+ Years,Higher Education,Male
7354,1,1,3.0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,35 - 44 Years,Higher Education,Female
7355,0,0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,65+ Years,Higher Education,Female
7356,0,0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,65+ Years,Higher Education,Female
7357,1,1,2.0,2.0,0.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,55 - 64 Years,>= 12 years,Male
7358,0,1,2.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,65+ Years,Higher Education,Male
7359,0,0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,2.0,35 - 44 Years,>= 12 years,Male
7360,0,0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,35 - 44 Years,Higher Education,Female
7361,1,1,3.0,2.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,35 - 44 Years,>= 12 years,Female
7362,0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,55 - 64 Years,>= 12 years,Male
7363,0,1,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Male
7364,0,1,1.0,2.0,1.0,0.0,4.0,2.0,1.0,5.0,2.0,1.0,45 - 54 Years,Higher Education,Female
7365,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Male
7366,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Male
7367,0,0,1.0,2.0,1.0,0.0,4.0,5.0,1.0,4.0,4.0,5.0,55 - 64 Years,Higher Education,Female
7368,1,1,2.0,2.0,1.0,0.0,5.0,2.0,2.0,5.0,2.0,1.0,65+ Years,>= 12 years,Male
7369,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
7370,0,1,0.0,2.0,1.0,0.0,4.0,2.0,4.0,5.0,4.0,4.0,65+ Years,Higher Education,Male
7371,0,0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,45 - 54 Years,>= 12 years,Male
7372,1,1,1.0,2.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
7373,0,1,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Female
7374,0,0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,>= 12 years,Female
7375,0,0,3.0,2.0,0.0,1.0,5.0,5.0,5.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Female
7376,0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,35 - 44 Years,Higher Education,Male
7377,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,35 - 44 Years,Higher Education,Female
7378,0,0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Female
7379,0,1,2.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,65+ Years,>= 12 years,Female
7380,0,0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,45 - 54 Years,Higher Education,Female
7381,0,1,1.0,2.0,0.0,0.0,3.0,3.0,5.0,4.0,3.0,1.0,45 - 54 Years,< 12 Years,Male
7382,0,1,1.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Female
7383,1,1,2.0,2.0,1.0,0.0,4.0,2.0,1.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
7384,0,0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,65+ Years,Higher Education,Male
7385,0,1,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,55 - 64 Years,Higher Education,Female
7386,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,18 - 34 Years,Higher Education,Female
7387,0,1,2.0,2.0,1.0,0.0,4.0,2.0,4.0,2.0,4.0,2.0,55 - 64 Years,Higher Education,Female
7388,0,1,1.0,2.0,0.0,0.0,5.0,2.0,1.0,5.0,1.0,2.0,65+ Years,Higher Education,Female
7389,0,0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Female
7390,0,1,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,35 - 44 Years,>= 12 years,Male
7391,0,1,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,65+ Years,Higher Education,Female
7392,1,1,2.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,2.0,4.0,55 - 64 Years,Higher Education,Male
7393,0,1,3.0,2.0,1.0,0.0,4.0,1.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Male
7394,0,1,2.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,45 - 54 Years,Higher Education,Female
7395,0,0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,65+ Years,< 12 Years,Female
7396,1,1,3.0,2.0,1.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,65+ Years,>= 12 years,Male
7397,0,1,1.0,1.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,1.0,18 - 34 Years,>= 12 years,Male
7398,1,0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,65+ Years,Higher Education,Female
7399,0,1,1.0,2.0,1.0,0.0,5.0,2.0,1.0,5.0,5.0,4.0,35 - 44 Years,Higher Education,Female
7400,0,1,1.0,1.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Female
7401,1,1,3.0,2.0,0.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,65+ Years,Higher Education,Female
7402,0,1,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,65+ Years,Higher Education,Male
7403,0,0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,3.0,4.0,65+ Years,Higher Education,Female
7404,0,0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,35 - 44 Years,>= 12 years,Female
7405,1,1,1.0,2.0,1.0,0.0,5.0,1.0,1.0,5.0,2.0,1.0,35 - 44 Years,Higher Education,Female
7406,0,1,1.0,2.0,0.0,0.0,5.0,1.0,1.0,4.0,4.0,1.0,45 - 54 Years,Higher Education,Female
7407,0,1,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,65+ Years,Higher Education,Female
7408,0,1,2.0,1.0,0.0,1.0,3.0,2.0,2.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Male
7409,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Female
